上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
日语2201班法语2201班西班牙语2201,71,202520261010177,形势与政策,李丹[222076],马克思主义学院,20708,A座308,"7,11",全周,,课表
机械D2201-02班交设D2201,88,202520261008479,固体力学与材料,HuifangLiu[dd202501],邓迪国际学院,20708,A座310,"1,6-7,11-16",全周,,课表
应数D2501-02,60,202520261015680,项目（一）计算科学,Hanhe Lin[dd202203],邓迪国际学院,20708,A座310,8-10,全周,,课表
计算机D2301-02,58,202520261004274,数据库系统,高杨[222285],计算机学院,20708,A座311,1-16,全周,,课表
机械（材料制造）2401班机械2413,39,202520261003385,机械原理与设计（一）,申儒林[206184],机电工程学院,20708,A座314,3-14,全周,,课表
机械（材料制造）2201,18,202520261011660,热处理工艺与设备,"崔晓辉[217018],黄元春[210042]",轻合金研究院,20708,A座315,5-14,全周,,课表
冶金材料类2528-30,84,202520261018848,思想道德与法治,吴倩[221113],马克思主义学院,20708,A座317,"2-4,8-20",全周,,课表
行政2501,25,202520261016380,经济学原理,欧阳万福[139153],公共管理学院,20708,A座318,"2-4,8-16",全周,,课表
安全2401-02,56,202520261003974,工程力学B,徐方[216059],土木工程学院,20708,A座319,3-18,全周,,课表
材料2407-08,60,202520261003577,工程力学C,肖厦子[217084],土木工程学院,20708,A座320,3-14,全周,,课表
粉体2403-04,55,202520261003455,工程力学B,刘静[149001],土木工程学院,20708,A座321,3-18,全周,,课表
材料2401-02,59,202520261003579,工程力学C,张雪阳[219076],土木工程学院,20708,A座322,3-14,全周,,课表
机械2410-12,85,202520261003302,大学物理C（二）,马松山[207148],物理学院,20708,A座401,3-14,全周,,课表
土木D2201-03,78,202520261008454,结构设计,Xuemei Lin[dd202303],邓迪国际学院,20708,A座410,"1-3,6-16",全周,,课表
计算机D2401-02,62,202520261000171,多范式编程与数据结构,余腊生[132248],计算机学院,20708,A座411,1-16,全周,,课表
临床医学（八年制）2501-02,50,202520261016696,无机化学C,王曼娟[802924],化学化工学院,20708,A座413,"2-3,9-18",全周,,课表
机械2407-09,90,202520261003304,大学物理C（二）,李志雄[222269],物理学院,20708,A座417,3-14,全周,,课表
信科2402班遥感2401-03,82,202520261002634,大学物理C（二）,熊小努[219013],物理学院,20708,A座420,3-14,全周,,课表
法学2301-05,71,202520261000031,证据法学,伍浩鹏[707095],法学院,20708,B座101,11-18,全周,,课表
法学2504,31,202520261016973,民法总论,"丁亮华[224047],匡凯[217010]",法学院,20708,B座102,"2-4,8-16",全周,,课表
临床医学（八年制）2403-04,50,202520261001356,细胞生物学B,"范亮亮[219085],李杰[209043],刘慕君[207139],文斗斗[803371],夏赞贤[213170],项荣[207047],张树冰[205054],周叶方[207147]",生命科学学院,20708,B座103,2-17,全周,,课表
冶金2306班冶金T2301,49,202520261007964,冶金过程原理,"孙丰龙[219195],赵中伟[130239]",冶金与环境学院,20708,B座105,3-18,全周,,课表
能器2302,27,202520261007913,传递过程原理,贺振江[217116],冶金与环境学院,20708,B座106,1-12,全周,,课表
中国语言文学类2507-08,62,202520261017301,新媒体与社会,马薇薇[144001],人文学院,20708,B座106,13-16,全周,,课表
国贸2401-02,64,202520261002321,经济统计学,杨国忠[705075],商学院,20708,B座107,1-12,全周,,课表
应数D2201-02,59,202520261008438,图论,Jean Peyen[dd202411],邓迪国际学院,20708,B座108,"1-3,6-12",全周,,课表
机械类2510-12,84,202520261020573,大学生心理健康教育（一）,欧阳鹏[221033],马克思主义学院,20708,B座110,10-17,双周,,课表
出版2403,28,202520261002196,中外出版史,马薇薇[144001],人文学院,20708,B座111,2-5,全周,,课表
冶金材料类2517-18,55,202520261020598,大学生心理健康教育（一）,刘勇为[210125],马克思主义学院,20708,B座112,10-17,双周,,课表
计算机2404-06,78,202520261015133,离散数学,曾敏[220164],计算机学院,20708,B座112,1-16,单周,,课表
工管2401-02班冶金2405-06班工力2401-02,100,202520261003672,电工学B,吴显金[208200],自动化学院,20708,B座113,3-18,全周,,课表
艺科2501-03,60,202520261017059,军事理论,晏湘涛[221006],马克思主义学院,20708,B座114,"2-4,8-20",全周,,课表
法学2301-05,44,202520261000041,外国刑法,詹红星[208167],法学院,20708,B座117,11-18,全周,,课表
车辆2201-02,32,202520261011629,新能源汽车概论,陈敏[701251],机电工程学院,20708,B座118,3-10,全周,,课表
中国语言文学类2505-06,62,202520261017291,中国古代文学史（一）,杨雨[702142],人文学院,20708,B座201,"2-4,8-12",全周,,课表
中文2301-03,37,202520261006236,明代社会与明代文学,晏选军[204160],人文学院,20708,B座202,3-10,全周,,课表
中文2301-05,13,202520261006231,文化语言学,邓梦燕[139145],人文学院,20708,B座202,11-18,全周,,课表
出版2401-02,56,202520261002236,融媒体导论,孙桥[221078],人文学院,20708,B座203,9-10,全周,,课表
信科2201-02,12,202520261010559,泛函分析,甘四清[203187],数学与统计学院,20708,B座205,1-14,全周,,课表
机械2307,32,202520261007554,机械工程控制基础,李艳[134304],机电工程学院,20708,B座206,1-10,全周,,课表
车辆2301,23,202520261007414,电动汽车驱动理论与技术,陈敏[701251],机电工程学院,20708,B座206,11-18,全周,,课表
通信2403-04,50,202520261000796,工程数学及应用,高航[224045],电子信息学院,20708,B座207,1-16,全周,,课表
应化2201-05,31,202520261010469,资源与环境化学,张婷[214021],化学化工学院,20708,B座208,5-12,全周,,课表
应化2301-03,89,202520261006538,化合物表征方法与技术,张旗[221037],化学化工学院,20708,B座210,1-12,全周,,课表
地质2501-02班地物2501-03,137,202520261019101,高等数学A（一）,梁瑞喜[209058],数学与统计学院,20708,B座211,"2-4,8-20",双周,,课表
英语2303-04,33,202520261006063,习近平新时代中国特色社会主义思想概论,李金昕[221325],马克思主义学院,20708,B座211,3-18,单周,,课表
应物T2501班应物2501班土木国际2501-03,120,202520261019586,高等数学A（一）,运东方[220135],数学与统计学院,20708,B座212,"2-4,8-20",全周,,课表
新能源2401-02班建环2401-02,98,202520261003123,电工技术A,刘波[209184],自动化学院,20708,B座213,3-18,全周,,课表
土木D2301-03,80,202520261006691,创新创业导论,彭立静[702146],公共管理学院,20708,B座214,3-18,全周,,课表
中文2402-03,59,202520261002170,中国古代文学(三),刘学[203137],人文学院,20708,B座217,1-12,全周,,课表
机械2301-03,92,202520261007501,毛泽东思想和中国特色社会主义理论体系概论,徐良春[802995],马克思主义学院,20708,B座218,3-18,全周,,课表
冶金2301-03,81,202520261007960,毛泽东思想和中国特色社会主义理论体系概论,谢琰[219165],马克思主义学院,20708,B座219,3-18,全周,,课表
信管2501,33,202520261017338,微观经济学,祝平衡[209070],商学院,20708,B座301,"2-4,9-17",全周,,课表
计算机2401-03,85,202520261015130,离散数学,沈海澜[132335],计算机学院,20708,B座302,1-16,全周,,课表
金融2401,23,202520261002287,金融学,文凤华[212199],商学院,20708,B座303,1-12,全周,,课表
信管T2301,20,202520261006455,离散数学,胡军华[204041],商学院,20708,B座304,1-12,全周,,课表
思政2401,30,202520261001728,中国思想史,胡长海[222013],马克思主义学院,20708,B座305,9-11,全周,,课表
思政2401,30,202520261001728,中国思想史,梅乐[215073],马克思主义学院,20708,B座305,2-6,全周,,课表
信管2402,24,202520261002379,互联网与物联网技术,"刘慧[220062],刘咏梅[138120],张博文[221096],张红宇[210003]",商学院,20708,B座306,1-12,全周,,课表
中文2401,29,202520261002169,中国古代文学(三),常恒畅[219139],人文学院,20708,B座307,1-12,全周,,课表
航天2301-02,21,202520261007399,推进系统引论,罗世彬[216008],航空航天技术研究院,20708,B座308,2,全周,,课表
航天2301-02,21,202520261007399,推进系统引论,冯彦斌[224070],航空航天技术研究院,20708,B座308,3-17,全周,,课表
电子信息类2501-02,68,202520261020374,大学生心理健康教育（一）,刘建亚[220229],马克思主义学院,20708,B座309,10-17,双周,,课表
交运2401-04,109,202520261015081,概率论与数理统计,唐美兰[137324],数学与统计学院,20708,B座311,3-16,全周,,课表
法学2401-03,84,202520261001800,马克思主义基本原理,罗俊[221112],马克思主义学院,20708,B座312,3-18,全周,,课表
应物T2401班应物2401班应数T2401,87,202520261002622,中国近现代史纲要,胡腾蛟[221102],马克思主义学院,20708,B座313,3-18,全周,,课表
自动化与电气类2513-15,93,202520261015894,思想道德与法治,周湘莲[211157],马克思主义学院,20708,B座314,"2-4,8-20",全周,,课表
城地2401-02,56,202520261015180,工程地质,蒋冲[208184],资源与安全工程学院,20708,B座315,1-8,全周,,课表
工商2401-02,19,202520261002402,管理学经典著作选读,王杨欣[222316],商学院,20708,B座315,9-16,全周,,课表
工商2302,28,202520261006512,ERP与企业数字化运营,许民利[138125],商学院,20708,B座318,1-8,全周,,课表
工商2301-02,42,202520261006503,质量管理,黄瑛[705073],商学院,20708,B座318,9-16,全周,,课表
会计2402-03,49,202520261015291,成本会计,王东清[138126],商学院,20708,B座319,1-12,全周,,课表
冶金材料类2501-03,81,202520261016431,形势与政策,罗吴赞[222191],材料科学与工程学院,20708,B座320,"9,13",全周,,课表
化学生物环境类2501-05,138,202520261019628,高等数学A（一）,刘碧玉[137194],数学与统计学院,20708,B座320,"2-4,8-20",双周,,课表
地物2402,28,202520261004062,岩石物理学,王璞[223082],地球科学与信息物理学院,20708,B座401,1-8,全周,,课表
地勘2301-03,40,202520261008388,油气地球化学,谭静强[217039],地球科学与信息物理学院,20708,B座401,11-18,全周,,课表
地物2401,27,202520261004061,岩石物理学,潘新朋[219136],地球科学与信息物理学院,20708,B座402,1-8,全周,,课表
地信2301-02,56,202520261008304,地理智能与机器学习,李海峰[209189],地球科学与信息物理学院,20708,B座402,9-16,全周,,课表
地质2301-02,49,202520261008267,工程地质分析原理,朱凌[223030],地球科学与信息物理学院,20708,B座403,9-16,全周,,课表
地物2303,22,202520261008400,地球电磁学,刘嵘[221227],地球科学与信息物理学院,20708,B座403,1-8,全周,,课表
电信2303-04,52,202520261015254,数字图像处理,张俊超[219124],自动化学院,20708,B座404,3-10,全周,,课表
机械2306,34,202520261007524,机械制造工程（一）,谭先华[220193],机电工程学院,20708,B座405,1-16,全周,,课表
机械（材料制造）2301班机械2313,40,202520261007429,嵌入式系统原理与应用（一）,张友旺[134254],机电工程学院,20708,B座406,1-10,全周,,课表
自动化T2401,23,202520261000191,数字电子技术,杜城龙[224118],自动化学院,20708,B座406,11-18,全周,,课表
计算机D2501-02,60,202520261015738,项目（一）数学,Abbas Mohammadi[dd202401],邓迪国际学院,20708,B座407,9-10,全周,,课表
车辆2301,11,202520261007416,汽车构造（发动机）,柳波[704081],机电工程学院,20708,B座407,1-8,全周,,课表
机械2207班机械2209,59,202520261011814,精密加工与超精密加工,周明勇[219119],机电工程学院,20708,B座408,11-18,全周,,课表
机械2310-11,66,202520261007534,机电液系统传动与控制,杨妹[224058],机电工程学院,20708,B座409,9-16,全周,,课表
机械2310-11,66,202520261007534,机电液系统传动与控制,夏士奇[220182],机电工程学院,20708,B座409,1-8,全周,,课表
光电2501-05,143,202520261017607,电路与模拟电子技术,李飞[132282],自动化学院,20708,B座411,"2-3,9-20",全周,,课表
化工2301-03,73,202520261006606,毛泽东思想和中国特色社会主义理论体系概论,龚珊[221120],马克思主义学院,20708,B座412,3-18,全周,,课表
电气2301-03,89,202520261004371,毛泽东思想和中国特色社会主义理论体系概论,赵芳[124190],马克思主义学院,20708,B座413,3-18,全周,,课表
能源类2506-11,182,202520261019630,高等数学A（一）,丁士锋[206080],数学与统计学院,20708,B座414,"2-4,8-20",全周,,课表
统计2401-03,98,202520261002694,数学分析（三）,刘心歌[137244],数学与统计学院,20708,B座415,3-18,全周,,课表
地物2301-03,10,202520261008405,地球物理观测与实验,刘春明[207014],地球科学与信息物理学院,20708,B座418,9-16,全周,,课表
地物2403,23,202520261004063,岩石物理学,李磊[220161],地球科学与信息物理学院,20708,B座418,1-8,全周,,课表
计算机2307-09,88,202520261004856,毛泽东思想和中国特色社会主义理论体系概论,周小清[139123],马克思主义学院,20708,B座419,3-18,全周,,课表
机械D2301-02班交设D2301,91,202520261004287,毛泽东思想和中国特色社会主义理论体系概论,李江浩[221310],马克思主义学院,20708,B座420,3-18,全周,,课表
电气2401-03,77,202520261000280,模拟电子技术,刘子建[703014],自动化学院,20708,B座501,3-16,全周,,课表
大数据2401-04,95,202520261000687,Java面向对象程序设计,黄家玮[212048],计算机学院,20708,B座502,1-16,全周,,课表
微电子2302,38,202520261007379,信号与系统,"刘景琳[211149],帅词俊[134332]",机电工程学院,20708,B座503,1-8,全周,,课表
临床医学（八年制）2401-02,41,202520261001307,信息检索B,"胡德华[803298],黄碧云[802545],姜浩[220061],刘海霞[803255],谌婷[221283],虢毅[803085]",生命科学学院,20708,B座504,3-14,全周,临床医学（八年制）2401-02班,课表
计算机2407-09,78,202520261015049,离散数学,郑瑞清[221271],计算机学院,20708,B座505,1-16,全周,,课表
计算机2301-05,73,202520261004863,机器学习,"李洪东[216101],梁毅雄[207050]",计算机学院,20708,B座506,1-16,双周,,课表
大数据2301-04,126,202520261004910,数据仓库与数据挖掘,龙军[703036],大数据研究院,20708,B座507,1-16,全周,,课表
软件工程2501-03,87,202520261015995,Web程序设计,宋铁（外聘）[0000187],计算机学院,20708,B座508,"2-4,8-20",全周,,课表
智能2301-02,63,202520261004643,自动控制原理,赵于前[143039],自动化学院,20708,B座510,1-16,全周,,课表
智能2401（科创班）,29,202520261000182,信号与系统,杨德贵[215005],自动化学院,20708,B座511,1-14,全周,,课表
自动化T2401,23,202520261000191,数字电子技术,杜城龙[224118],自动化学院,20708,B座512,3-10,全周,,课表
电信2303-04,52,202520261015254,数字图像处理,张俊超[219124],自动化学院,20708,B座512,11-18,全周,,课表
电气2404-06,80,202520261000244,数字电子技术,李中华[132329],自动化学院,20708,B座513,9-16,全周,,课表
电气2404-06,80,202520261000244,数字电子技术,李中华[132329],自动化学院,20708,B座513,1-8,全周,,课表
机械2209-11班机械T2201,95,202520261011881,制造企业信息管理,陈志[217052],机电工程学院,20708,B座514,3-8,全周,,课表
测控2301班自动化T2301班自动化2301-08,30,202520261004490,DSP 原理与应用,汤嘉伟[223163],自动化学院,20708,B座517,3-18,全周,,课表
信安2301-04,118,202520261004675,网络安全,王伟平[132271],计算机学院,20708,B座518,1-16,全周,,课表
光电2401-02,50,202520261002583,数学物理方法,王云鹏[219021],物理学院,20708,B座519,2-17,全周,,课表
临床医学五年类2505-08,126,202520261016767,新生课,"胡国清[803358],李昆[213022],林戈[803191],刘哲宁[502963],吴坤陆[205081],武明花[206004],曾艺[503832],张燕[503607],朱利勇[601805]","生命科学学院,湘雅二医院,湘雅公共卫生学院,湘雅基础医学院,湘雅口腔医学院（湘雅口腔医院）,湘雅医学院,湘雅医院",20708,C座103,"2-3,9-12",全周,,课表
法医2501班临床医学（八年制）2503-04,77,202520261019603,军事理论,刘颖[221116],马克思主义学院,20708,C座104,"2-4,8-20",全周,,课表
地勘T2401班地勘2401-03,28,202520261004216,普通化学A,陈立妙[151014],化学化工学院,20708,C座105,3-16,全周,,课表
机械D2401-02班交设D2401,90,202520261000128,计算机程序设计基础（C++）,刘胤宏[713042],计算机学院,20708,C座108,3-14,全周,,课表
冶金材料类2501-03,81,202520261017326,国家安全教育,柯闻秀[701255],马克思主义学院,20708,C座108,15-20,全周,,课表
测控2401班矿物2401-04,130,202520261003860,概率论与数理统计,王志忠[137206],数学与统计学院,20708,C座109,3-16,全周,,课表
材料国际2501-02,60,202520261019007,工科大学化学—无机与结构化学基础,李嘉伟[221276],化学化工学院,20708,C座111,"2-4,9-19",全周,,课表
智能2401-04,89,202520261000367,复变函数与积分变换,郭孔华[207137],数学与统计学院,20708,C座112,3-12,全周,,课表
材料2404-06,89,202520261003590,中国近现代史纲要,李兰兰[216057],马克思主义学院,20708,C座203,3-18,全周,,课表
自动化2401-03,85,202520261000445,数字电子技术,覃爱娜[132267],自动化学院,20708,C座204,3-10,全周,,课表
理工预科2503-04,64,202520261016922,大学语文（一）,陈文波[223149],人文学院,20708,C座205,11-18,全周,,课表
理工预科2503-04,64,202520261016922,大学语文（一）,陈婵[152039],人文学院,20708,C座205,2-9,全周,,课表
文史预科2501,20,202520261016889,大学语文（一）,钟虎妹[139170],人文学院,20708,C座206,"2-9,11-18",全周,,课表
社会2501-02,55,202520261016349,思想道德与法治,贺才乐[205169],马克思主义学院,20708,C座207,"2-4,8-20",全周,,课表
轨道交通安全类2507-09,81,202520261018030,思想道德与法治,曹清燕[209105],马克思主义学院,20708,C座209,"2-4,8-20",全周,,课表
统计2303班应数T2301,63,202520261015102,毛泽东思想和中国特色社会主义理论体系概论,高正波[222100],马克思主义学院,20708,C座210,3-18,全周,,课表
法学2501-03,92,202520261016977,思想道德与法治,王星星[222098],马克思主义学院,20708,C座304,"2-4,8-20",全周,,课表
制药2201-02,44,202520261010489,制药过程安全与环保,陈凯[219157],化学化工学院,20708,C座307,3-10,全周,,课表
轨道交通安全类2520-21,54,202520261019802,普通化学C,吴淋琳[221248],化学化工学院,20708,C座308,"2-3,9-14",全周,,课表
机械类2513-15,84,202520261018520,思想道德与法治,李婷[221047],马克思主义学院,20708,C座310,"2-4,8-20",全周,,课表
软件工程2506-07,56,202520261019661,军事理论,贺少华[203198],马克思主义学院,20708,C座311,"2-4,8-20",全周,,课表
轨道交通安全类2510-12,81,202520261017922,普通化学C,陈善勇[223009],化学化工学院,20708,C座402,"2-3,9-14",全周,,课表
能动2403,28,202520261003175,工程流体力学,伍东玲[220052],能源科学与工程学院,20708,C座403,1-16,全周,,课表
轨道交通安全类2513-15,81,202520261017916,形势与政策,彭芬[209014],马克思主义学院,20708,C座404,"9,13",全周,,课表
铁道2401-02,57,202520261002855,铁道概论,宋陶然[223099],土木工程学院,20708,C座404,3-8,全周,,课表
自动化与电气类2501-03,93,202520261020347,大学生心理健康教育（一）,曹文秀[222119],马克思主义学院,20708,C座404,10-17,双周,,课表
轨道交通安全类2516-18,81,202520261018010,思想道德与法治,刘伟[208066],马克思主义学院,20708,C座407,"2-4,8-20",全周,,课表
轨道交通安全类2525-27,80,202520261020533,大学生心理健康教育（一）,陈锐[139143],马克思主义学院,20708,C座408,10-17,双周,,课表
应化2405-06,56,202520261002457,分析化学B,衣馨瑶[215001],化学化工学院,20708,C座408,1-8,全周,,课表
土木2407-09,66,202520261002718,形势与政策,周全[221046],马克思主义学院,20708,C座408,"9,13",全周,,课表
化学生物环境类2513-15,73,202520261017520,思想道德与法治,屈明珍[139156],马克思主义学院,20708,C座410,"2-4,8-20",全周,,课表
机械类2516-18,84,202520261016343,军事理论,陈羽中[222277],马克思主义学院,20708,C座411,"2-4,8-20",全周,,课表
能动2405-06,50,202520261003166,工程力学B,罗建阳[149015],土木工程学院,20708,C座501,3-18,全周,,课表
能器2301,27,202520261007908,电化学原理,王志兴[117211],冶金与环境学院,20708,C座502,1-8,全周,,课表
遥感测绘地信类2504-06,83,202520261020635,大学生心理健康教育（一）,赵巍[222090],马克思主义学院,20708,C座502,10-17,双周,,课表
电子信息类2511班信科T2501,54,202520261019708,形势与政策,欧阳旖旎[222155],电子信息学院,20708,C座502,"9,13",全周,,课表
机械类2505-08,112,202520261018550,大学计算机基础,"曹岳辉[132313],奎晓燕[209112]","计算机学院,信息与网络中心",20708,C座503,"2-3,9-18",全周,,课表
土木2401-03,78,202520261002771,中国近现代史纲要,黄令坦[221036],马克思主义学院,20708,C座504,3-18,全周,,课表
计算机类2510-12,99,202520261016108,形势与政策,姜芳蕊[221086],马克思主义学院,20708,C座507,"9,13",全周,,课表
信管2301-02,59,202520261006353,数据可视化,郑博雯[221089],商学院,20708,C座507,1-8,全周,,课表
经济管理类2504-06,99,202520261016605,国家安全教育,杨淑平[137333],数学与统计学院,20708,C座507,15-20,全周,,课表
采矿2404班车辆2401-02,62,202520261003918,中国近现代史纲要,李斌[211139],马克思主义学院,20708,C座508,3-18,全周,,课表
出版2301-02,64,202520261006331,数字营销,"盛虎[138154],易龙[216002]",人文学院,20708,C座510,11-18,全周,,课表
出版2401-02,56,202520261002236,融媒体导论,田常清[221232],人文学院,20708,C座510,7-8,全周,,课表
外国语言文学类2504-06,68,202520261017159,形势与政策,韩胜杰[223252],人文学院,20708,D座103,"9,13",全周,,课表
中文2404-05,58,202520261002168,中国古代文学(三),习婷[214036],人文学院,20708,D座108,1-12,全周,,课表
通信2405,24,202520261000797,工程数学及应用,张涛[224205],电子信息学院,20708,D座110,1-16,全周,,课表
信管2502,31,202520261017331,管理学原理,曹裕[209008],商学院,20708,D座113,"2-4,9-17",全周,,课表
粉体2401-02,25,202520261003418,科学素养与科研方法,吴宏[211179],粉末冶金研究院,20708,D座117,1-8,全周,,课表
行政2502,26,202520261016378,管理学原理,严惠麒[215024],公共管理学院,20708,D座123,"2-4,8-16",全周,,课表
工商管理（高水平）2301,28,202520261006460,人力资源管理,臧志梅[220102],商学院,20708,D座128,9-16,全周,,课表
测绘2401-02,38,202520261004151,误差理论与测量平差基础,朱建军[128123],地球科学与信息物理学院,20708,D座204,9-18,全周,,课表
机械2201-04,76,202520261011923,机器人传感与检测技术,李群明[203193],机电工程学院,20708,D座206,6-16,全周,,课表
会计2301-02,66,202520261006474,资本运营与公司治理,曾江洪[138173],商学院,20708,D座207,9-16,全周,,课表
国贸2301-02,39,202520261006421,海关实务,郑传均[138131],商学院,20708,D座207,1-8,全周,,课表
化工2304,25,202520261006597,化工原理A(二),邱运仁[151001],化学化工学院,20708,化学楼125,3-14,全周,,课表
机械2212-13,56,202520261011888,桩工机械,邓曦明[123573],机电工程学院,20708,机电楼C503,3-10,全周,,课表
机械2305,34,202520261007557,机械工程控制基础,邓华[205139],机电工程学院,20708,机电楼C506,1-10,全周,,课表
光电2303班应物2301,18,202520261006655,光电子学基础,周喻[219061],物理学院,20708,数理楼123,2-11,全周,,课表
应物2201,13,202520261010506,量子力学（二）,郭爱敏[218026],物理学院,20708,数理楼124,1-16,全周,,课表
应物T2301,27,202520261006641,现代光学,杨中见[216016],物理学院,20708,数理楼132,2-13,全周,,课表
交设D2501,30,202520261019750,英语（一）,Benjamin Joshua Markey[dd202310],邓迪国际学院,20708,外语网络楼101,"2-4,8-16",全周,分组01,课表
交设D2501,0,202520261019751,英语（一）,Napoleon Salvador Mannering[dd202210],邓迪国际学院,20708,外语网络楼102,"2-4,8-16",全周,分组02,课表
土木D2501,30,202520261019742,英语（一）,Deborah Newman[dd202407],邓迪国际学院,20708,外语网络楼103,"2-4,8-16",全周,分组01,课表
土木D2501,0,202520261019743,英语（一）,张乐祎[32240079],邓迪国际学院,20708,外语网络楼104,"2-4,8-16",全周,分组02,课表
建筑2501,22,202520261017092,大学英语（一）,黄启瑜[215028],外国语学院,20708,外语网络楼105,"2-4,8-20",全周,,课表
理工预科2501,33,202520261016904,英语（一）,何佳[702012],外国语学院,20708,外语网络楼106,"2-9,11-18",全周,,课表
交通运输类2506,27,202520261018170,大学英语（一）,旷剑敏[702140],外国语学院,20708,外语网络楼107,"2-4,8-20",全周,,课表
交通运输类2504,27,202520261018179,大学英语（一）,赵蕙[207091],外国语学院,20708,外语网络楼108,"2-4,8-20",全周,,课表
土木D2502,30,202520261019748,英语（一）,Russell Paul Savage[dd202207],邓迪国际学院,20708,外语网络楼116,"2-4,8-16",全周,分组01,课表
土木D2502,0,202520261019749,英语（一）,Yang Li[dd202217],邓迪国际学院,20708,外语网络楼117,"2-4,8-16",全周,分组02,课表
土木D2503,0,202520261019746,英语（一）,王冰[207086],外国语学院,20708,外语网络楼118,"2-4,8-16",全周,分组01,课表
土木D2503,30,202520261019747,英语（一）,陈晖[803263],外国语学院,20708,外语网络楼119,"2-4,8-16",全周,分组02,课表
临班,30,202520261015188,大学基础英语（三）,王文燕[136282],外国语学院,20708,外语网络楼137,3-18,全周,,课表
轨道交通安全类2501,33,202520261017948,大学英语（一）,范头姣[702147],外国语学院,20708,外语网络楼205,"2-4,8-20",全周,,课表
西班牙语2401,21,202520261002063,西班牙语口语与实践（三）,西班牙语外教[0000424],外国语学院,20708,外语网络楼206,9-16,全周,,课表
外国语言文学类2508,24,202520261017169,中国话语国际传播,方哲英[702103],外国语学院,20708,外语网络楼211,"2-4,8-20",全周,,课表
外国语言文学类2503,20,202520261017198,外国语言文化入门,仲文明[207090],外国语学院,20708,外语网络楼212,"2-4,8",全周,,课表
外国语言文学类2503,20,202520261017198,外国语言文化入门,郭蓉菲[208063],外国语学院,20708,外语网络楼212,13-16,全周,,课表
外国语言文学类2503,20,202520261017198,外国语言文化入门,刘安琪[223151],外国语学院,20708,外语网络楼212,17-20,全周,,课表
外国语言文学类2503,20,202520261017198,外国语言文化入门,肖红文[206069],外国语学院,20708,外语网络楼216,9-12,全周,,课表
材料国际2401,27,202520261003503,雅思口语与写作,张弢[136280],外国语学院,20708,外语网络楼231,11-18,全周,,课表
材料国际2401,27,202520261003503,雅思口语与写作,罗丹[209158],外国语学院,20708,外语网络楼231,3-10,全周,,课表
临床医学五年类2504,32,202520261016800,大学英语（一）,邓煜[204072],外国语学院,20708,外语网络楼346,"2-4,8-20",全周,,课表
交通运输类2511,27,202520261018172,大学英语（一）,刘茜[209117],外国语学院,20708,外语网络楼347,"2-4,8-20",全周,,课表
冶金材料类2504,28,202520261018790,大学英语（一）,李俊芳[702139],外国语学院,20708,外语网络楼349,"2-4,8-20",全周,,课表
理工预科2502,32,202520261016903,英语（一）,胡敏文[702039],外国语学院,20708,外语网络楼351,"2-9,11-18",全周,,课表
计算机类2513,33,202520261016123,大学英语（一）,熊爱平[208114],外国语学院,20708,外语网络楼353,"2-4,8-20",全周,,课表
冶金材料类2519,27,202520261018808,大学英语（一）,潘紫霓[209030],外国语学院,20708,外语网络楼354,"2-4,8-20",全周,,课表
舞蹈表演2501,23,202520261017124,大学基础英语（一）,伍莉[136261],外国语学院,20708,外语网络楼446,"2-4,8-20",全周,,课表
计算机类2509,34,202520261016117,大学英语（一）,李曼青[206072],外国语学院,20708,外语网络楼447,"2-4,8-20",全周,,课表
机械类2503,28,202520261018482,大学英语（一）,任秀[208143],外国语学院,20708,外语网络楼451,"2-4,8-20",全周,,课表
英语2201,25,202520261010094,翻译与技术,田莎[222111],外国语学院,20708,外语网络楼504,1-16,全周,,课表
英语2405,29,202520261002040,传媒英语概论,郭薇[212184],外国语学院,20708,外语网络楼613,1-16,全周,,课表
英语2301,13,202520261006111,视译基础（汉译英）,吴远宁[702063],外国语学院,20708,外语网络楼627,1-16,全周,,课表
计算机D2201-02,41,202520261008466,计算机图形学,刘姝[218083],计算机学院,20708,外语网络楼635,6-16,全周,,课表
音乐表演2401-02,2,202520261020126,钢琴演奏-3,申婷婷[206063],建筑与艺术学院,20708,艺术楼106,1-16,全周,申婷婷,课表
舞蹈表演2301,22,202520261005909,舞蹈剧目排练,王峥[220219],建筑与艺术学院,20708,艺术楼109,1-16,全周,,课表
舞蹈表演2401,22,202520261001845,中国古典舞基训（一）,周智辉[212180],建筑与艺术学院,20708,艺术楼126,1-16,全周,,课表
音乐表演2201-02,3,202520261020112,声乐演唱-7,臧陆[219131],建筑与艺术学院,20708,艺术楼134,5-18,全周,臧陆,课表
音乐表演2501-02,0,202520261017008,意大利语语音,龙玉婷[212185],建筑与艺术学院,20708,艺术楼202,"2-4,8-20",全周,,课表
音乐表演2201-02,2,202520261020114,声乐演唱-7,刘雪梅[139174],建筑与艺术学院,20708,艺术楼234,5-16,全周,刘雪梅,课表
音乐表演2201-02,2,202520261020115,声乐演唱-7,梁彩云[212143],建筑与艺术学院,20708,艺术楼236,5-18,全周,梁彩云,课表
音乐表演2401-02,2,202520261020150,声乐演唱-3,蔡诤诤[214029],建筑与艺术学院,20708,艺术楼318,1-16,全周,蔡诤诤,课表
音乐表演2201-02,3,202520261020118,声乐演唱-7,成莹[214027],建筑与艺术学院,20708,艺术楼319,17-18,全周,成莹,课表
