上课班级,选课人数,开课编号,开课课程,授课教师,教师所在院系,开课时间,上课地点,上课周次,单双周,分组名,备注
粉体2404-06,89,202520262018787,形势与政策,刘凯[222173],地球科学与信息物理学院,30910,A座110,"8,12",全周,,课表
统计2501-03,0,202520262002374,空间解析几何,何伟[137331],数学与统计学院,30910,A座117,1-14,全周,,课表
机械（材料制造）2201班机械2213班机械T2201,79,202520262020035,形势与政策,李丹[222076],马克思主义学院,30910,A座119,"2,4",全周,,课表
化学生物环境类2501-03,82,202520262002120,国家安全教育,高正波[222100],马克思主义学院,30910,A座119,"10-12,14-16",全周,,课表
电信2403-04,60,202520262004070,微机原理与接口技术,岳俊[223100],自动化学院,30910,A座122,1-8,全周,,课表
中国语言文学类2501-02,61,202520262001952,中国古代文学史（二）,成娟阳[208134],人文学院,30910,A座123,1-8,全周,,课表
出版2401-02,58,202520262005996,数字内容编辑（理论）,易龙[216002],人文学院,30910,A座123,9-16,全周,,课表
微电子2401,32,202520262007012,模拟电子技术,罗志[218103],机电工程学院,30910,A座124,1-14,全周,,课表
材料2401-02,58,202520262007380,机械设计基础A,胡小舟[211059],机电工程学院,30910,A座201,1-16,全周,,课表
信管T2401,16,202520262006193,信息系统开发技术,米允龙[220269],商学院,30910,A座202,9-16,全周,,课表
工商2401,23,202520262006160,商业伦理与职业道德,张樑[221217],商学院,30910,A座202,5-8,全周,,课表
升华科创班2501,0,202520262000202,人文与自然,雷良[203083],人文学院,30910,A座203,1-16,全周,,课表
能源类2507-09,89,202520262002967,国家安全教育,陈羽中[222277],马克思主义学院,30910,A座204,"10-12,14-16",全周,,课表
计算机D2301-02,56,202520262008047,敏捷软件工程,Karen Elizabeth Petrie[dd202304],邓迪国际学院,30910,A座206,"1,2,3,6",全周,,课表
计算机D2401-02,59,202520262003915,面向对象分析与设计,Peipei Xu[dd202606],邓迪国际学院,30910,A座207,1-12,全周,,课表
交运2404,26,202520262006748,交通规划原理与方法,"黎茂盛[706099],徐光明[219039]",交通运输工程学院,30910,A座213,1-8,全周,,课表
交设2401-02,0,202520262006833,机器人视觉与应用,范超杰[224072],交通运输工程学院,30910,A座213,11-16,全周,,课表
环境2401,16,202520262007556,环境工程原理,王海鹰[207136],冶金与环境学院,30910,A座217,1-12,全周,,课表
化工2402,30,202520262006284,化工原理A(一),刘辉[135285],化学化工学院,30910,A座219,3-14,全周,,课表
机械2312-13,0,202520262012635,成形制造工艺与装备(二)：板料成形,"崔晓辉[217018],李毅波[209120]",轻合金研究院,30910,A座220,9-16,全周,,课表
法学T2501,0,202520262001522,中国法律史,金大宝[209154],法学院,30910,A座221,5-16,全周,,课表
地信2301,27,202520262013856,空间分析,邓敏[205158],地球科学与信息物理学院,30910,A座222,1-8,全周,,课表
地物2301,22,202520262013966,电磁法原理及应用,任政勇[213071],地球科学与信息物理学院,30910,A座222,9-16,全周,,课表
粉体2408,25,202520262007259,材料科学基础（一）,"李昆[133336],张妍[219120]",粉末冶金研究院,30910,A座223,5-16,全周,,课表
地物2402,24,202520262007849,地球物理场论,王珣[221053],地球科学与信息物理学院,30910,A座224,1-7,全周,,课表
药学2501-03,91,202520262001131,大学物理C,杨开巍[208106],物理学院,30910,A座304,1-16,全周,,课表
交设2404-06,0,202520262006851,交通装备创新设计,"许平[710011],姚曙光[710012],周丹[208025]",交通运输工程学院,30910,A座308,11-16,全周,,课表
制药2401-02,46,202520262006323,有机化学A(二),钟世安[117217],化学化工学院,30910,A座308,1-10,全周,,课表
土木D2401-03,78,202520262003871,地质力学,Afrasyab Khan[dd202408],邓迪国际学院,30910,A座310,"9,13",全周,,课表
土木D2401-03,78,202520262003871,地质力学,Afrasyab Khan[dd202408],邓迪国际学院,30910,A座310,"4,6",全周,,课表
能器2301,27,202520262013363,化学电源设计与制造工艺学,颜果春[218040],冶金与环境学院,30910,A座311,9-16,全周,,课表
应化2403-04,53,202520262006212,创新创业导论,邓昶[220206],中国村落文化研究中心,30910,A座312,1-16,全周,,课表
信科2401-02,0,202520262006408,数据结构,朱世华[137248],数学与统计学院,30910,A座313,3-14,全周,,课表
机械2411-12,59,202520262007175,机械原理与设计（二）,颜海燕[704191],机电工程学院,30910,A座314,1-12,全周,,课表
轨道交通安全类2527-28,55,202520262020785,计算机程序设计基础（Python）,彭平安[220221],资源与安全工程学院,30910,A座315,2-13,全周,,课表
机械类2504-06,83,202520262003272,大学物理B（一）,"何军[209191],郑小娟[137276]","物理学院,校领导",30910,A座317,1-16,全周,,课表
法学2304-05,0,202520262010785,法医学B,"蔡继峰[205123],常云峰[206137],丁艳君[211057],郭亚东[212144],李介男[221284],凌江[223048],马琼山[803303],尚艳杰[224011],王勇[213160],扎拉嘎白乙拉[212155],张长全[221034],闫杰[212156]",湘雅基础医学院,30910,A座318,1-16,全周,,课表
智能2404班智能2401（科创班）,54,202520262018536,形势与政策,蒋直平[139148],党委学生工作部（学生工作处）、武装部,30910,A座319,"8,12",全周,,课表
运训2201班环设2201-02,56,202520262019918,形势与政策,罗俊[221112],马克思主义学院,30910,A座320,"2,4",全周,,课表
土木2407-08,39,202520262006593,结构力学A（一）,温伟斌[218068],土木工程学院,30910,A座320,8-16,全周,,课表
应物2401,28,202520262006376,原子分子物理学,马松山[207148],物理学院,30910,A座321,2-13,全周,,课表
采矿2401-02,47,202520262018828,形势与政策,王希俊[128115],马克思主义学院,30910,A座322,"8,12",全周,,课表
交通运输类2513-14班冶金T2501班矿物T2501,52,202520262003694,大学物理B（一）,刘晓迟[218147],物理学院,30910,A座401,1-16,全周,,课表
光电2501-02班材料Q2501,78,202520262002312,大学物理A（一）,陈羽[211204],物理学院,30910,A座404,2-13,全周,,课表
土木D2301-03,72,202520262008006,土力学（D）,肖源杰[214105],土木工程学院,30910,A座410,7-12,全周,,课表
土木D2201-03,0,202520262013985,混凝土耐久性与修复技术,Yanfei Yue[dd202605],邓迪国际学院,30910,A座410,1-3,全周,,课表
能动2401-02,49,202520262006948,机械设计基础A,陈思雨[213004],机电工程学院,30910,A座411,1-16,全周,,课表
计算机类2507-08,65,202520262000556,国家安全教育,龚珊[221120],马克思主义学院,30910,A座413,"10-12,14-16",全周,,课表
化学生物环境类2513-14,49,202520262002200,工程制图基础B,钟国梁[213172],机电工程学院,30910,A座414,1-12,全周,,课表
冶金材料类2525-27,82,202520262020146,大学物理B（一）,敬玉梅[219197],物理学院,30910,A座417,1-16,全周,,课表
理工预科2501-04,128,202520262001498,基础物理（二）,林旭辉[223121],物理学院,30910,A座419,"1-8,10-17",全周,,课表
电子信息类2507-09,104,202520262000794,大学物理B（一）(信息类),孔德明[706066],物理学院,30910,A座420,1-14,全周,,课表
法学2504-05,60,202520262020172,宪法学,王雨亭[224095],法学院,30910,B座101,3-12,全周,,课表
法学2504-05,60,202520262020172,宪法学,蒋清华[207110],法学院,30910,B座101,1-2,全周,,课表
法学2501-03,89,202520262020171,宪法学,程能[221275],法学院,30910,B座102,1-12,全周,,课表
临床医学（八年制）2501-02,0,202520262001201,人际传播与沟通,黄芸[209113],人文学院,30910,B座103,1-16,全周,,课表
地信2301-02,0,202520262013846,三维空间信息建模,毛先成[127214],地球科学与信息物理学院,30910,B座105,9-16,全周,,课表
冶金2301-06,0,202520262013397,溶液反应化学,"刘桂华[130262],申雷霆[220208]",冶金与环境学院,30910,B座105,1-8,全周,,课表
环境2402,14,202520262007555,环境工程原理,肖睿洋[214111],冶金与环境学院,30910,B座106,1-12,全周,,课表
大数据2301-04,0,202520262008691,大数据应用开发,李刚[703123],计算机学院,30910,B座107,1-16,全周,,课表
冶金2301-06,0,202520262013451,特种冶金,"刘伟锋[211183],钟晖[130272]",冶金与环境学院,30910,B座108,9-16,全周,,课表
能器2402,30,202520262007580,有机化学,杜柯[205187],冶金与环境学院,30910,B座108,1-8,全周,,课表
机械（材料制造）2401班机械2403-04,83,202520262018776,形势与政策,周芳[216031],机电工程学院,30910,B座110,"8,12",全周,,课表
化学生物环境类2504-06,84,202520262002112,大学生心理健康教育（二）,周湘莲[211157],马克思主义学院,30910,B座111,"10-12,14-16",全周,,课表
中文2401-05,0,202520262005907,鲁迅研究,吴宝林[219001],人文学院,30910,B座111,1-8,全周,,课表
临床医学五年类2509-12,118,202520262001291,人工智能基础及应用（通识）B,康松林[703127],计算机学院,30910,B座112,1-16,全周,,课表
日语2501班英语2504-05,0,202520262001753,大学生心理健康教育（二）,郭鹏飞[213150],马克思主义学院,30910,B座113,"10-12,14-16",全周,,课表
信安2301-04,0,202520262008414,计算机取证,刘熙尧[215017],计算机学院,30910,B座114,1-12,全周,,课表
法学2401-02,62,202520262000052,刑事诉讼法,樊长春[707008],法学院,30910,B座117,1-12,全周,,课表
法学2301-05,0,202520262010805,比较民法与判例研究,陈范宏[223088],法学院,30910,B座118,1-6,全周,,课表
法学2301-05,0,202520262010805,比较民法与判例研究,夏沁[222095],法学院,30910,B座118,7-8,全周,,课表
法学2301-05,0,202520262010701,国际商法（双语）,张海燕[707036],法学院,30910,B座118,9-16,全周,,课表
应数2503班统计2504,0,202520262002365,高等代数（二）,董国志[222055],数学与统计学院,30910,B座201,14-16,全周,,课表
应数2503班统计2504,0,202520262002365,高等代数（二）,董国志[222055],数学与统计学院,30910,B座201,10-12,全周,,课表
中国语言文学类2503-04,63,202520262001954,中国古代文学史（二）,叶烨[139217],人文学院,30910,B座201,1-8,全周,,课表
中国语言文学类2505-08班出版T2501,0,202520262001919,传播原理与沟通技巧,"范明献[204117],冯杰[221254],邹理[212012]",人文学院,30910,B座202,9-16,全周,,课表
中国语言文学类2507-08班出版T2501,0,202520262020426,演讲与口才,常恒畅[219139],人文学院,30910,B座202,1-8,全周,,课表
出版T2401,12,202520262006031,数字出版产品与实践,孙桥[221078],人文学院,30910,B座203,9-16,全周,,课表
出版2303,31,202520262011242,数字版权管理,刘玲武[217109],人文学院,30910,B座203,1-8,全周,,课表
材料国际2401-02,60,202520262007327,材料结构分析,"艾延龄[207046],张鸿[205099]",材料科学与工程学院,30910,B座205,1-16,全周,,课表
车辆2301,20,202520262012569,汽车电控与线控,吴洋[224003],机电工程学院,30910,B座206,9-16,全周,,课表
机械2409,32,202520262007117,机械工程材料,彭华建[134318],机电工程学院,30910,B座206,1-8,全周,,课表
电科2403-04,0,202520262004506,现代网络技术,赵岩[145005],电子信息学院,30910,B座207,1-16,单周,,课表
会计2301-02,0,202520262011394,文本分析与文本挖掘,李海[222294],商学院,30910,B座208,9-16,全周,,课表
应化2301-03,0,202520262011464,应用电化学,唐新村[135301],化学化工学院,30910,B座210,1-12,全周,,课表
测控2401班电气2401-07,0,202520262003993,网络技术与应用,胡扬[132383],自动化学院,30910,B座211,9-16,全周,,课表
电子信息类2504-06,105,202520262000743,创新创业导论,"方靖岳[221334],何培[218038],侯小超[223023],黄端[217063],彭春华[703069],许雪梅[137270],张伟[703035],张昊[209122]",电子信息学院,30910,B座212,1-16,全周,,课表
轨道交通安全类2519-21,76,202520262002535,大学生心理健康教育（二）,陈锐[139143],马克思主义学院,30910,B座213,"10-12,14-16",全周,,课表
航天2501-02,69,202520262002461,国家安全教育,王昕伟[221211],马克思主义学院,30910,B座214,"10-12,14-16",全周,,课表
地质2501-02班地勘T2501,56,202520262018503,形势与政策,王希俊[128115],马克思主义学院,30910,B座214,"9,13",全周,,课表
中国语言文学类2505-06,62,202520262001949,中国古代文学史（二）,"白寅[702152],杨雨[702142]",人文学院,30910,B座217,1-8,全周,,课表
中文2301-05,0,202520262011210,新时期文学研究,聂茂[204148],人文学院,30910,B座217,9-16,全周,,课表
材料2409班材料Q2401,46,202520262007383,机械设计基础A,郭海波[134263],机电工程学院,30910,B座218,1-16,全周,,课表
应化T2401,19,202520262006197,创新创业导论,钱东[135232],化学化工学院,30910,B座219,1-16,全周,,课表
信管2401-02,0,202520262006150,运营管理B,陈淑珍[218144],商学院,30910,B座301,9-16,全周,,课表
金融2401-03,0,202520262006052,中西方金融史,黎璞[205008],商学院,30910,B座301,1-8,全周,,课表
自动化2401-03,93,202520262004215,自动控制原理,王凯[219083],自动化学院,30910,B座302,1-16,全周,,课表
信管2501-02,59,202520262001989,数据库原理与应用,陈可[138134],商学院,30910,B座303,1-12,全周,,课表
国贸2301-02,57,202520262011340,商务谈判与礼仪,田晖[136243],商学院,30910,B座304,"1-6,8-9",全周,,课表
能器2301,27,202520262013359,化学电源基础与应用,张治安[205118],冶金与环境学院,30910,B座305,1-8,全周,,课表
经济管理类2507-08,64,202520262002031,Python语言程序设计基础B,郑博雯[221089],商学院,30910,B座306,1-8,全周,,课表
金融2401-03,0,202520262006058,保险学,陈建中[138124],商学院,30910,B座306,9-16,全周,,课表
能器2302,27,202520262013362,化学电源设计与制造工艺学,彭文杰[130299],冶金与环境学院,30910,B座307,9-16,全周,,课表
航天2301-02,63,202520262012561,航天动力学基础与应用,"宋佳文[220051],杏建军[210022]",航空航天技术研究院,30910,B座308,1-12,全周,,课表
遥感2403,22,202520262007889,GNSS测量原理与应用,崔先强[212147],地球科学与信息物理学院,30910,B座309,9-16,单周,,课表
地勘2302,18,202520262013923,勘查学,张彩华[207183],地球科学与信息物理学院,30910,B座309,1-8,全周,,课表
冶金材料类2504-06,81,202520262018465,形势与政策,罗吴赞[222191],材料科学与工程学院,30910,B座311,"9,13",全周,,课表
机械类2513-15,84,202520262003246,计算机程序设计基础（C++）,石琛[210091],轻合金研究院,30910,B座312,3-14,全周,,课表
城地2401-03,77,202520262007779,土力学,谢学斌[701203],资源与安全工程学院,30910,B座315,9-16,全周,,课表
经济管理类2502,32,202520262002054,基础会计学,程序[221027],商学院,30910,B座318,1-12,全周,,课表
工商2401-02,0,202520262006172,产业经济学,傅沂[206098],商学院,30910,B座319,9-16,全周,,课表
软件工程2504-06,85,202520262000450,大学生心理健康教育（二）,欧阳鹏[221033],马克思主义学院,30910,B座320,"10-12,14-16",全周,,课表
遥感2401,22,202520262007887,GNSS测量原理与应用,曾凡河[149042],地球科学与信息物理学院,30910,B座401,9-16,单周,,课表
地物2301-03,70,202520262013963,地球物理数值计算与反演,冯德山[206186],地球科学与信息物理学院,30910,B座401,1-8,全周,,课表
遥感2402,22,202520262020871,GNSS测量原理与应用,陈必焰[217095],地球科学与信息物理学院,30910,B座401,9-16,双周,,课表
地信2401-03,0,202520262007955,地理空间智能数学基础,彭程里[223021],地球科学与信息物理学院,30910,B座402,1-8,全周,,课表
地信2401-02,52,202520262007966,空间数据库原理与技术,张山山[204092],地球科学与信息物理学院,30910,B座402,9-14,全周,,课表
地质2301-02,46,202520262013837,工程勘察学,胡焕校[128214],地球科学与信息物理学院,30910,B座403,1-8,单周,,课表
地物2302,26,202520262020899,电磁法原理及应用,陈超健[224101],地球科学与信息物理学院,30910,B座403,9-16,全周,,课表
矿物2404,27,202520262007659,资源加工学（四）火法冶金原理,"郭宇峰[129170],钟强[220029]",资源加工与生物工程学院,30910,B座404,3-14,全周,,课表
机械2311,0,202520262012689,智能装备系统设计（一）,"郭勇[134223],贺继林[205049],谢习华[134310],赵宏强[134274]",机电工程学院,30910,B座405,5-16,全周,,课表
机械2311,0,202520262012689,智能装备系统设计（一）,"邓曦明[123573],邹湘伏[134334]",机电工程学院,30910,B座405,1-4,全周,,课表
机械2413,26,202520262007122,机械工程材料,汤晓明[134289],机电工程学院,30910,B座406,1-8,全周,,课表
车辆2401,23,202520262007027,机械精度设计,"蒋炳炎[134209],周明勇[219119]",机电工程学院,30910,B座406,9-16,全周,,课表
机械2308-09,62,202520262012696,热流体力学,"蒋日鹏[215091],刘峙麟[215059]",轻合金研究院,30910,B座407,3-12,全周,,课表
机械2410,32,202520262007112,机械工程材料,李松柏[134333],机电工程学院,30910,B座408,1-8,全周,,课表
微电子2301-02,0,202520262012530,科学计算与MATLAB语言,周剑英[210131],机电工程学院,30910,B座408,9-16,全周,,课表
电科2401-03,84,202520262018573,形势与政策,晏湘涛[221006],马克思主义学院,30910,B座411,"8,12",全周,,课表
机械类2507-09,83,202520262003242,计算机程序设计基础（C++）,朱湘[222006],机电工程学院,30910,B座413,3-14,全周,,课表
交通运输类2506-10,132,202520262002913,交通运输工程学,"陈群[206082],陈维亚[210117],李双琳[221256],刘东润[223020],钱博森[218120],谢素超[209190]",交通运输工程学院,30910,B座414,1-6,全周,,课表
地物2303,22,202520262013967,电磁法原理及应用,刘嵘[221227],地球科学与信息物理学院,30910,B座418,9-16,全周,,课表
机械T2501班航天2501-02,69,202520262018438,形势与政策,李盼强[222010],马克思主义学院,30910,B座419,"9,13",全周,,课表
计算机T2401,19,202520262004245,编译原理,倪鹏[223002],计算机学院,30910,B座503,1-16,单周,,课表
思政2401班哲学2401,44,202520262018635,形势与政策,汪平[135213],马克思主义学院,30910,B座504,"8,12",全周,,课表
计算机2401-03,84,202520262004303,数据库原理,赵颖[132390],计算机学院,30910,B座506,1-16,全周,,课表
信安2401-03,0,202520262004472,算法分析与设计,李少华[224085],计算机学院,30910,B座508,1-16,全周,,课表
自动化2301-04,0,202520262008212,电气控制与PLC应用技术,张涛[205001],自动化学院,30910,B座510,1-8,全周,,课表
智能2301-03,0,202520262008339,知识工程,肖晓明[203014],自动化学院,30910,B座512,9-16,全周,,课表
智能2301-03,0,202520262008348,生物特征识别,唐琎[701079],自动化学院,30910,B座512,1-8,全周,,课表
会计2401-03,75,202520262018680,形势与政策,彭芬[209014],马克思主义学院,30910,C座103,"8,12",全周,,课表
计算机2304-06,82,202520262018906,形势与政策,彭芬[209014],马克思主义学院,30910,C座103,"7,11",全周,,课表
应数2201-02,70,202520262019973,形势与政策,彭芬[209014],马克思主义学院,30910,C座103,"2,4",全周,,课表
能源类2504-06,88,202520262018428,形势与政策,罗方禄[214062],马克思主义学院,30910,C座103,"9,13",全周,,课表
遥感2301-02班测绘2302,84,202520262019728,形势与政策,汤秋芬[221070],马克思主义学院,30910,C座104,"7,11",全周,,课表
地质2401-02班地勘T2401,64,202520262018837,形势与政策,汤秋芬[221070],马克思主义学院,30910,C座104,"8,12",全周,,课表
光电2301-03,83,202520262019595,形势与政策,唐海波[802418],马克思主义学院,30910,C座105,"7,11",全周,,课表
计算机类2506-07,65,202520262020404,形势与政策,史建权[127216],计算机学院,30910,C座105,"9,13",全周,,课表
冶金材料类2507-10,111,202520262003527,计算机程序设计基础（C++）,刘胤宏[713042],计算机学院,30910,C座108,1-12,全周,,课表
冶金材料类2516-18,80,202520262003481,军事理论,柯闻秀[701255],马克思主义学院,30910,C座109,1-16,全周,,课表
思政2501,30,202520262001509,思想政治教育方法论,贺才乐[205169],马克思主义学院,30910,C座111,1-12,全周,,课表
应数D2501-02,58,202520262002424,大学生心理健康教育（二）,刘建亚[220229],马克思主义学院,30910,C座112,"10-12,14-16",全周,,课表
消防2401-02,44,202520262006692,创新创业导论,彭立静[702146],公共管理学院,30910,C座203,1-16,全周,,课表
自动化T2401班自动化2407-08,83,202520262020231,形势与政策,黄永鹏[204129],马克思主义学院,30910,C座204,"8,12",全周,,课表
测控2301班电气2307班电信2304,75,202520262018880,形势与政策,张彦隆[221204],材料科学与工程学院,30910,C座204,"7,11",全周,,课表
计算机类2510-12,96,202520262018222,形势与政策,刘亚红[203124],人文学院,30910,C座205,"9,13",全周,,课表
地物2401-03,69,202520262018839,形势与政策,谢琰[219165],马克思主义学院,30910,C座205,"8,12",全周,,课表
金融2301-03,80,202520262019571,形势与政策,谢琰[219165],马克思主义学院,30910,C座206,"7,11",全周,,课表
轨道交通安全类2507-09,76,202520262018405,形势与政策,谢琰[219165],马克思主义学院,30910,C座206,"9,13",全周,,课表
临床医学五年类2513-15,89,202520262001301,人工智能基础及应用（通识）B,张潮[222005],计算机学院,30910,C座207,1-16,全周,,课表
冶金材料类2528-30,83,202520262018490,形势与政策,张彦隆[221204],材料科学与工程学院,30910,C座210,"9,13",全周,,课表
临床医学五年类2501-03,93,202520262018287,形势与政策,余仁哲[221131],湘雅医学院,30910,C座304,"9,13",全周,,课表
应化2304-05,0,202520262011463,应用电化学,邓文韬[221296],化学化工学院,30910,C座307,9-12,全周,,课表
化工2301-04,0,202520262011528,胶体与界面化学,陈伟[221190],化学化工学院,30910,C座307,2-7,全周,,课表
预防2501-03,86,202520262018256,形势与政策,张先桃[222150],湘雅医学院,30910,C座308,"9,13",全周,,课表
自动化与电气类2516-18,93,202520262000258,大学生心理健康教育（二）,刘伟[208066],马克思主义学院,30910,C座308,"10-12,14-16",全周,,课表
口腔医学（5+3）2501-02,49,202520262000967,军事理论,胡长海[222013],马克思主义学院,30910,C座310,1-16,全周,,课表
化学生物环境类2509-12,111,202520262002184,计算机程序设计基础（Python）,李利明[801771],计算机学院,30910,C座311,1-12,全周,,课表
应化T2501班土木D2501-03,101,202520262000099,计算机程序设计基础（Python）,刘泽星[701261],计算机学院,30910,C座402,1-12,全周,,课表
能源类2510-11,60,202520262002996,能源环境化学,詹昊[221304],能源科学与工程学院,30910,C座403,1-8,全周,,课表
地勘2501-03,86,202520262003730,大学生心理健康教育（二）,刘勇为[210125],马克思主义学院,30910,C座404,"10-12,14-16",全周,,课表
冶金材料类2522-24,81,202520262018462,形势与政策,胡寒[219151],冶金与环境学院,30910,C座407,"9,13",全周,,课表
土木2401-03,69,202520262018721,形势与政策,王翔[203085],马克思主义学院,30910,C座410,"8,12",全周,,课表
统计2301-02,71,202520262019605,形势与政策,王学荣[221043],马克思主义学院,30910,C座410,"7,11",全周,,课表
统计2504班应数T2501,26,202520262018369,形势与政策,彭芬[209014],马克思主义学院,30910,C座501,"9,13",全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,陈宁[132285],自动化学院,30910,C座502,15,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,胡燕瑜[117177],自动化学院,30910,C座502,16,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,陈宁[132285],自动化学院,30910,C座502,1,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,胡燕瑜[117177],自动化学院,30910,C座502,9-10,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,刘子建[703014],自动化学院,30910,C座502,4-6,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,胡燕瑜[117177],自动化学院,30910,C座502,2-3,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,刘子建[703014],自动化学院,30910,C座502,11-14,全周,,课表
自动化T2501班自动化与电气类2501-09,0,202520262000180,电子科技制作实践基础,陈宁[132285],自动化学院,30910,C座502,7-8,全周,,课表
信管T2301班信管2301-02,76,202520262019569,形势与政策,胡亚军[707021],铁道校区管理工作委员会,30910,C座504,"7,11",全周,,课表
应化2405-06,52,202520262006214,创新创业导论,刘灿姣[213168],中国村落文化研究中心,30910,C座507,1-16,全周,,课表
地信2302,28,202520262013857,空间分析,"刘宝举[222283],石岩[218082]",地球科学与信息物理学院,30910,C座508,1-8,全周,,课表
英语2501-03,0,202520262001759,国家安全教育,李勇图[222028],马克思主义学院,30910,C座510,"10-12,14-16",全周,,课表
法学2204-05班法学T2201,85,202520262019905,形势与政策,屈志强[222102],马克思主义学院,30910,C座510,"2,4",全周,,课表
经济管理类2501,30,202520262002052,宏观经济学,钟美瑞[205014],商学院,30910,D座101,1-12,全周,,课表
光电2401-04,0,202520262006365,电动力学,"倪祥[223016],熊小努[219013]",物理学院,30910,D座103,2-11,全周,,课表
出版2401-03,0,202520262005999,图文编辑与版式设计,钟虎妹[139170],人文学院,30910,D座104,1-8,全周,,课表
中文2401-05,0,202520262005922,语用学,贺天琪[221286],人文学院,30910,D座104,9-16,全周,,课表
冶金2301-06,0,202520262013439, 新能源材料冶金,"赖延清[130273],李思敏[222032],刘芳洋[211184],王梦然[222034],周言根[221065]",冶金与环境学院,30910,D座106,1-8,全周,,课表
地物2403,20,202520262007850,地球物理场论,张彬[220020],地球科学与信息物理学院,30910,D座108,1-7,全周,,课表
统计2401-03班应数T2401,0,202520262006480,运筹学,吴锦标[210136],数学与统计学院,30910,D座110,3-16,全周,,课表
轨道交通安全类2513-15,76,202520262002543,大学生心理健康教育（二）,李婷[221047],马克思主义学院,30910,D座113,"10-12,14-16",全周,,课表
遥感测绘地信类2501-03,0,202520262003823,工程经济与管理,郑勇强[149056],土木工程学院,30910,D座120,1-8,全周,,课表
安全2401,26,202520262007728,安全学原理,黄仁东[128183],资源与安全工程学院,30910,D座121,9-16,全周,,课表
材料2408,0,202520262007475,金属塑性加工原理A（一）,"高永浩[215071],蒋树农[205011]",材料科学与工程学院,30910,D座122,1-14,全周,,课表
材料2407,0,202520262007387,科学计算与MATLAB语言,"汪冰峰[207038],叶凌英[210133]",材料科学与工程学院,30910,D座123,1-10,全周,,课表
机械T2301,0,202520262012837,人工智能与应用,陆新江[211063],机电工程学院,30910,D座128,1-8,全周,,课表
地勘T2301,27,202520262013890,勘查学,刘清泉[218185],地球科学与信息物理学院,30910,D座129,5-8,全周,,课表
能源类2501-02,58,202520262002994,能源环境化学,李海龙[211214],能源科学与工程学院,30910,D座130,1-8,全周,,课表
法学2301-05,0,202520262010811,财税法,徐琳[221045],法学院,30910,D座202,9-16,全周,,课表
地勘2401,19,202520262007973,测量学基础,曾凡河[149042],地球科学与信息物理学院,30910,D座204,1-8,全周,,课表
国贸2401-02,60,202520262006099,国际经济学（二）,肖霆[138112],商学院,30910,D座207,1-10,全周,,课表
应物T2301班应物2301,59,202520262011549,热力学与统计物理,周世琦[207180],物理学院,30910,数理楼123,1-16,全周,,课表
应物T2401,30,202520262006386,光学,陶少华[209009],物理学院,30910,数理楼125,2-13,全周,,课表
应物T2501,30,202520262002331,热学,王世良[137319],物理学院,30910,数理楼132,2-13,全周,,课表
机械类2503,26,202520262003208,大学英语（二）,任秀[208143],外国语学院,30910,外语网络楼106,1-16,全周,,课表
信管T2501,0,202520262001966,大学英语（二）,邓煜[204072],外国语学院,30910,外语网络楼107,1-16,全周,,课表
英语2401-05,0,202520262005769,二外(德语)(一),张远薇[215092],外国语学院,30910,外语网络楼218,1-16,全周,,课表
运训2503,24,202520262000820,大学基础英语（二）,王文燕[136282],外国语学院,30910,外语网络楼231,1-16,全周,,课表
英语2302班英语2305,49,202520262010989,美国文学,吴琳[208082],外国语学院,30910,外语网络楼615,1-16,全周,,课表
计算机D2501-02,58,202520262000167,数据结构和算法概论,Taimoor Zahid[dd202602],邓迪国际学院,30910,外语网络楼635,9-16,全周,,课表
运训2401,0,202520262004593,运动技能学习与控制,李啸天[219068],体育教研部,30910,新体育馆A109,1-16,全周,,课表
运训2302,0,202520262008842,运动医学,张荷[221221],体育教研部,30910,新体育馆A111,1-16,全周,,课表
音乐表演2401-02,2,202520262022167,钢琴演奏-4,江炜[208161],建筑与艺术学院,30910,艺术楼105,1-16,全周,江炜,课表
音乐表演2301-02,3,202520262022182,钢琴演奏-6,申婷婷[206063],建筑与艺术学院,30910,艺术楼106,1-16,全周,申婷婷,课表
音乐表演2401-02,2,202520262022171,声乐演唱-4,计媛茜[214025],建筑与艺术学院,30910,艺术楼130,1-16,全周,计媛茜,课表
音乐表演2301-02,4,202520262022187,声乐演唱-6,张俊[110017],建筑与艺术学院,30910,艺术楼233,1-16,全周,张俊,课表
音乐表演2301-02,3,202520262022188,声乐演唱-6,刘雪梅[139174],建筑与艺术学院,30910,艺术楼234,1-16,全周,刘雪梅,课表
土木2411-12,35,202520262006586,土木工程材料A,陈楼[223004],土木工程学院,40102,A座101,1-12,全周,,课表
应化2405-06,52,202520262006244,有机化学A（二）,喻桂朋[210023],化学化工学院,40102,A座102,1-10,全周,,课表
